#1.N,2.ctlg,3.ctlg_eps,4.ctlg_perm,5.K,6.alpha0,7.alpha_eps,8.req_eps,9.R_perm,10.hit_opt%,11.hit_unif%,12.improvement%,c2ctlg
2,1000000,0.4,1,1000,1,0,0,2,49.9537,49.9501,0.00355915,1E-3
2,1000000,0.4,2,1000,1,0,0,1,49.9537,49.9501,0.00355915,1E-3
2,1000000,0.4,2,1000,1,0,0,2,49.9537,49.9501,0.00355915,1E-3
8,1000000,0.2,1,100,0.7,0,0,1,4.0347,4.03115,0.00355261,1E-4
8,1000000,0.4,2,100,0.4,0,0.4,2,0.348752,0.345203,0.00354883,1E-4
4,1000000,0,1,10,0.4,0,0.4,1,0.0794569,0.0759243,0.00353255,1E-5
8,100000,0.2,1,100,0.4,0.2,0.2,2,1.40425,1.40073,0.00352597,1E-3
2,100000,0.4,1,100,1,0.4,0.4,2,29.82,29.8165,0.00352224,1E-3
2,100000,0.4,1,1000,0.4,0.2,0,1,6.79671,6.79322,0.00349328,1E-2
2,100000,0.4,1,1000,0.4,0.2,0,2,6.79671,6.79322,0.00349328,1E-2
4,10000000,0.4,1,10,0.4,0,0.2,2,0.0221019,0.0186133,0.00348858,1E-6
8,10000000,0.2,2,100,0.4,0,0.2,1,0.092466,0.0889901,0.00347589,1E-5
2,10000000,0,1,1000,1,0.2,0.2,2,38.3259,38.3225,0.0034514,1E-4
2,10000000,0,2,1000,1,0.2,0.2,2,38.3259,38.3225,0.0034514,1E-4
4,10000000,0.4,1,10,0.7,0,0,1,0.694419,0.690972,0.00344711,1E-6
8,10000000,0.4,1,1000,0.4,0,0.4,1,0.384288,0.380856,0.00343184,1E-4
8,10000000,0.4,2,1000,0.4,0,0.4,2,0.384288,0.380856,0.00343184,1E-4
4,10000000,0.2,2,10,0.4,0.2,0.4,2,0.0235441,0.0201173,0.00342682,1E-6
8,100000,0.4,1,10,0.4,0.2,0.2,2,0.261259,0.257895,0.00336389,1E-4
4,10000000,0.2,1,100,0.4,0,0.4,1,0.0932014,0.0898396,0.00336179,1E-5
4,10000000,0.2,2,100,0.4,0,0.4,2,0.0932014,0.0898396,0.00336179,1E-5
2,10000000,0,1,1000,1,0.4,0.4,2,29.6881,29.6847,0.00334889,1E-4
2,10000000,0,2,1000,1,0.4,0.4,2,29.6881,29.6847,0.00334889,1E-4
8,10000000,0.4,1,1000,0.7,0,0.2,1,5.16746,5.16411,0.00334754,1E-4
8,10000000,0.4,2,1000,0.7,0,0.2,2,5.16746,5.16411,0.00334754,1E-4
8,1000000,0,1,10,0.4,0.2,0.4,2,0.0664773,0.0631358,0.00334148,1E-5
8,1000000,0.2,1,1000,0.4,0,0.2,1,1.53017,1.52687,0.00329848,1E-3
8,1000000,0.2,2,1000,0.4,0,0.2,2,1.53017,1.52687,0.00329848,1E-3
2,1000000,0.4,1,100,1,0,0,1,33.0876,33.0843,0.0032972,1E-4
2,1000000,0.4,1,100,1,0,0,2,33.0876,33.0843,0.0032972,1E-4
2,1000000,0.4,2,100,1,0,0,1,33.0876,33.0843,0.0032972,1E-4
2,1000000,0.4,2,100,1,0,0,2,33.0876,33.0843,0.0032972,1E-4
8,10000000,0.2,1,10000,0.4,0,0.2,1,1.57058,1.56728,0.00329497,1E-3
8,10000000,0.2,2,10000,0.4,0,0.2,2,1.57058,1.56728,0.00329497,1E-3
2,100000,0.4,1,100,0.4,0,0.2,1,1.54658,1.5433,0.00328189,1E-3
2,100000,0.4,2,100,0.4,0,0.2,2,1.54658,1.5433,0.00328189,1E-3
8,10000000,0.2,2,10,0.4,0.2,0.4,2,0.0200149,0.0167549,0.00325996,1E-6
2,1000000,0.4,1,1000,0.4,0,0.2,1,1.61632,1.61307,0.0032546,1E-3
2,1000000,0.4,2,1000,0.4,0,0.2,2,1.61632,1.61307,0.0032546,1E-3
2,10000000,0.4,1,10000,0.4,0,0.2,1,1.63515,1.63191,0.00324558,1E-3
2,10000000,0.4,2,10000,0.4,0,0.2,2,1.63515,1.63191,0.00324558,1E-3
8,1000000,0.2,1,10,0.4,0,0.4,1,0.0652053,0.0619916,0.00321363,1E-5
2,1000000,0.2,2,1000,1,0.2,0,1,49.4091,49.4059,0.00318212,1E-3
2,1000000,0.2,2,1000,1,0.2,0,2,49.4091,49.4059,0.00318212,1E-3
4,10000000,0.2,1,10,0.7,0,0,1,0.680503,0.677338,0.00316499,1E-6
8,100000,0.2,1,10,0.4,0,0.2,1,0.251249,0.248148,0.00310046,1E-4
8,100000,0,1,1000,0.4,0.2,0.2,2,6.07321,6.07012,0.0030959,1E-2
8,100000,0,2,1000,0.4,0.2,0.2,2,6.07321,6.07012,0.0030959,1E-2
8,1000000,0.4,1,10,0.4,0,0,2,0.0676619,0.0645818,0.00308007,1E-5
8,1000000,0.4,2,10,0.4,0,0,2,0.0676619,0.0645818,0.00308007,1E-5
4,10000000,0.4,2,10,0.4,0,0.2,1,0.0221019,0.0190288,0.0030731,1E-6
8,1000000,0.2,2,100,0.7,0,0,1,4.0347,4.03164,0.00306306,1E-4
2,10000000,0.2,1,10000,1,0.2,0.2,1,61.4966,61.4935,0.00305485,1E-3
4,100000,0,1,10,0.4,0,0.2,2,0.295962,0.292932,0.00302984,1E-4
8,1000000,0.2,1,10,0.7,0,0,2,1.06127,1.05825,0.00302058,1E-5
2,1000000,0,1,10,0.4,0,0.2,1,0.0830352,0.0800177,0.00301743,1E-5
2,1000000,0,1,10,0.4,0,0.2,2,0.0830352,0.0800177,0.00301743,1E-5
2,1000000,0,2,10,0.4,0,0.2,1,0.0830352,0.0800177,0.00301743,1E-5
2,1000000,0,2,10,0.4,0,0.2,2,0.0830352,0.0800177,0.00301743,1E-5
4,1000000,0.4,1,10,0.4,0,0,2,0.0789914,0.0759741,0.00301731,1E-5
8,1000000,0,1,10,0.4,0,0.2,1,0.0643172,0.0613247,0.00299242,1E-5
4,10000000,0.4,1,100,0.4,0,0,1,0.0987306,0.0957473,0.0029833,1E-5
4,10000000,0.4,1,100,0.4,0,0,2,0.0987306,0.0957473,0.0029833,1E-5
4,10000000,0.4,2,100,0.4,0,0,1,0.0987306,0.0957473,0.0029833,1E-5
4,10000000,0.4,2,100,0.4,0,0,2,0.0987306,0.0957473,0.0029833,1E-5
2,100000,0.4,2,1000,1,0.2,0.2,1,62.4861,62.4831,0.00297642,1E-2
8,100000,0,1,10,0.4,0,0,1,0.249102,0.246132,0.00297026,1E-4
4,1000000,0,1,10,0.4,0,0.2,2,0.0742559,0.0713057,0.00295024,1E-5
2,10000000,0,1,100,0.4,0,0.2,1,0.0970433,0.0940937,0.00294959,1E-5
2,10000000,0,1,100,0.4,0,0.2,2,0.0970433,0.0940937,0.00294959,1E-5
2,10000000,0,2,100,0.4,0,0.2,1,0.0970433,0.0940937,0.00294959,1E-5
2,10000000,0,2,100,0.4,0,0.2,2,0.0970433,0.0940937,0.00294959,1E-5
8,1000000,0,1,10000,0.4,0.2,0.2,2,6.234,6.23105,0.00294903,1E-2
8,1000000,0,2,10000,0.4,0.2,0.2,2,6.234,6.23105,0.00294903,1E-2
8,10000000,0.4,1,1000,0.4,0.2,0.2,2,0.40317,0.400238,0.00293217,1E-4
8,100000,0,2,10,0.4,0.2,0.4,2,0.246518,0.243601,0.0029173,1E-4
2,10000000,0.2,1,10,0.4,0.2,0.4,2,0.0239965,0.0210806,0.00291586,1E-6
2,10000000,0,1,10,0.4,0,0.4,1,0.0230111,0.0200957,0.00291545,1E-6
2,10000000,0,1,10,0.4,0,0.4,2,0.0230111,0.0200957,0.00291545,1E-6
2,10000000,0,2,10,0.4,0,0.4,1,0.0230111,0.0200957,0.00291545,1E-6
2,10000000,0,2,10,0.4,0,0.4,2,0.0230111,0.0200957,0.00291545,1E-6
4,1000000,0.2,1,100,0.7,0,0,1,4.45689,4.45398,0.00291067,1E-4
4,1000000,0.2,1,100,0.7,0,0,2,4.45689,4.45398,0.00291067,1E-4
4,1000000,0.2,2,100,0.7,0,0,1,4.45689,4.45398,0.00291067,1E-4
4,1000000,0.2,2,100,0.7,0,0,2,4.45689,4.45398,0.00291067,1E-4
8,100000,0.4,1,10,0.4,0,0,2,0.269911,0.267005,0.00290606,1E-4
4,10000000,0,2,10,0.4,0.2,0.4,2,0.0216812,0.0187767,0.00290455,1E-6
4,10000000,0.2,1,1000,0.7,0,0,1,5.39069,5.3878,0.00289395,1E-4
4,10000000,0.2,1,1000,0.7,0,0,2,5.39069,5.3878,0.00289395,1E-4
4,10000000,0.2,2,1000,0.7,0,0,1,5.39069,5.3878,0.00289395,1E-4
4,10000000,0.2,2,1000,0.7,0,0,2,5.39069,5.3878,0.00289395,1E-4
8,100000,0,2,10,0.4,0,0.2,2,0.256501,0.253637,0.00286465,1E-4
8,1000000,0.4,2,10,0.4,0,0,1,0.0676619,0.0648094,0.0028525,1E-5
8,10000000,0.2,2,10,0.7,0,0,1,0.525188,0.522358,0.00282943,1E-6
8,1000000,0.4,1,100,0.4,0.2,0.2,2,0.364135,0.361313,0.00282254,1E-4
4,1000000,0.2,2,10,0.4,0,0.4,2,0.0747172,0.0719347,0.00278254,1E-5
8,10000000,0.2,2,100,0.4,0,0.4,2,0.0889483,0.0861663,0.00278196,1E-5
4,1000000,0.4,2,10,0.4,0,0.4,2,0.0727936,0.0700239,0.00276977,1E-5
8,10000000,0.2,1,100,0.4,0,0.2,2,0.092466,0.0897015,0.00276456,1E-5
2,100000,0.4,1,10,0.7,0,0.2,1,3.39302,3.39027,0.00274797,1E-4
2,100000,0.4,2,10,0.7,0,0.2,2,3.39302,3.39027,0.00274797,1E-4
4,10000000,0.2,1,10,0.4,0,0.4,2,0.021872,0.0191543,0.00271771,1E-6
8,10000000,0.2,1,100,0.7,0,0,1,1.99681,1.99412,0.00268228,1E-5
8,10000000,0.2,1,100,0.4,0,0.4,1,0.0889483,0.0862902,0.00265805,1E-5
2,10000000,0.4,2,10000,1,0.4,0.4,1,69.89,69.8874,0.0026113,1E-3
4,10000000,0,1,10,0.4,0,0.4,1,0.0199528,0.0173454,0.00260739,1E-6
8,100000,0.2,2,100,0.4,0,0.2,2,1.38929,1.38669,0.00259609,1E-3
2,100000,0.4,1,100,0.4,0.2,0.2,2,1.59233,1.58974,0.00258669,1E-3
4,100000,0.4,1,100,0.4,0.2,0.2,2,1.50308,1.5005,0.00258138,1E-3
8,10000000,0.4,2,10,0.4,0,0.2,1,0.0188762,0.0162971,0.00257912,1E-6
2,10000000,0.4,1,10000,0.4,0.2,0.2,2,1.69274,1.69017,0.00257024,1E-3
2,10000000,0.2,1,100,0.7,0,0,1,2.3978,2.39523,0.0025688,1E-5
2,10000000,0.2,1,100,0.7,0,0,2,2.3978,2.39523,0.0025688,1E-5
2,10000000,0.2,2,100,0.7,0,0,1,2.3978,2.39523,0.0025688,1E-5
2,10000000,0.2,2,100,0.7,0,0,2,2.3978,2.39523,0.0025688,1E-5
4,10000000,0.2,1,10,0.4,0.2,0.4,2,0.0203042,0.0177371,0.00256708,1E-6
2,1000000,0.4,1,1000,0.4,0.2,0.2,2,1.67,1.66744,0.00255985,1E-3
8,1000000,0.4,1,1000,0.7,0.2,0.4,2,10.3061,10.3036,0.00255845,1E-3
4,10000000,0.4,1,10000,0.4,0.2,0.2,2,1.63892,1.63637,0.00254557,1E-3
4,1000000,0.4,1,1000,0.4,0.2,0.2,2,1.60845,1.60591,0.00254548,1E-3
8,10000000,0.2,2,10,0.4,0,0.4,1,0.0188199,0.0162748,0.00254502,1E-6
4,1000000,0.2,1,100,0.4,0,0,1,0.370249,0.367719,0.00253015,1E-4
4,1000000,0.2,1,100,0.4,0,0,2,0.370249,0.367719,0.00253015,1E-4
4,1000000,0.2,2,100,0.4,0,0,1,0.370249,0.367719,0.00253015,1E-4
4,1000000,0.2,2,100,0.4,0,0,2,0.370249,0.367719,0.00253015,1E-4
8,10000000,0.2,1,10,0.7,0,0,2,0.525188,0.522672,0.00251584,1E-6
4,10000000,0.2,1,1000,0.4,0,0,1,0.395534,0.393023,0.00251105,1E-4
4,10000000,0.2,1,1000,0.4,0,0,2,0.395534,0.393023,0.00251105,1E-4
4,10000000,0.2,2,1000,0.4,0,0,1,0.395534,0.393023,0.00251105,1E-4
4,10000000,0.2,2,1000,0.4,0,0,2,0.395534,0.393023,0.00251105,1E-4
8,10000000,0.4,2,100,0.4,0,0,2,0.0928937,0.0903841,0.00250961,1E-5
4,100000,0.4,1,10,0.4,0.2,0.4,2,0.288406,0.2859,0.002506,1E-4
4,10000000,0,1,10,0.4,0.2,0.4,2,0.0216812,0.0191982,0.00248302,1E-6
8,10000000,0.4,1,100,0.4,0,0,2,0.0928937,0.0904336,0.00246012,1E-5
8,10000000,0,1,10,0.4,0.2,0.4,2,0.0185533,0.0161005,0.00245284,1E-6
8,10000000,0.4,1,100,0.4,0,0,1,0.0928937,0.0904913,0.0024024,1E-5
8,10000000,0.2,2,100,0.7,0,0,2,1.99681,1.99441,0.00240185,1E-5
4,1000000,0.4,2,10,0.4,0,0,1,0.0789914,0.0765907,0.00240073,1E-5
2,100000,0.4,1,10,0.4,0.2,0.4,2,0.318567,0.316167,0.00239979,1E-4
8,100000,0.2,1,1000,0.7,0.2,0.2,2,21.3703,21.3679,0.00239454,1E-2
4,100000,0.4,1,10,0.4,0,0.2,1,0.294011,0.291627,0.00238369,1E-4
4,100000,0.4,1,100,0.7,0.2,0.4,2,8.86257,8.8602,0.00236566,1E-3
8,10000000,0.4,1,100,0.7,0,0.2,1,1.99776,1.9954,0.00236072,1E-5
4,100000,0.4,1,10,0.4,0.2,0.2,2,0.303404,0.301045,0.00235904,1E-4
8,1000000,0,2,10,0.4,0,0.2,1,0.0643172,0.06198,0.00233717,1E-5
4,1000000,0.4,1,10000,1,0,0,1,64.8757,64.8733,0.0023356,1E-2
4,1000000,0.4,1,10000,1,0,0,2,64.8757,64.8733,0.0023356,1E-2
4,1000000,0.4,2,10000,1,0,0,1,64.8757,64.8733,0.0023356,1E-2
4,1000000,0.4,2,10000,1,0,0,2,64.8757,64.8733,0.0023356,1E-2
8,10000000,0.2,2,100,1,0,0,1,21.5116,21.5093,0.00232932,1E-5
4,1000000,0.4,1,1000,1,0,0,1,47.1097,47.1074,0.00232729,1E-3
4,1000000,0.4,1,1000,1,0,0,2,47.1097,47.1074,0.00232729,1E-3
4,1000000,0.4,2,1000,1,0,0,1,47.1097,47.1074,0.00232729,1E-3
4,1000000,0.4,2,1000,1,0,0,2,47.1097,47.1074,0.00232729,1E-3
8,10000000,0.4,1,10,0.4,0.2,0.2,2,0.0195898,0.0172935,0.00229628,1E-6
4,10000000,0.2,1,100,0.4,0.2,0.4,2,0.0932751,0.09098,0.00229502,1E-5
8,1000000,0.2,2,100,0.4,0,0,1,0.353143,0.350862,0.00228097,1E-4
8,100000,0.2,1,10,0.4,0,0,2,0.255652,0.253391,0.00226089,1E-4
8,10000000,0.2,1,1000,0.7,0,0,1,5.16531,5.16307,0.00223668,1E-4
8,10000000,0.2,1,1000,0.7,0,0,2,5.16531,5.16307,0.00223668,1E-4
8,10000000,0.2,2,1000,0.7,0,0,1,5.16531,5.16307,0.00223668,1E-4
8,10000000,0.2,2,1000,0.7,0,0,2,5.16531,5.16307,0.00223668,1E-4
4,10000000,0,2,10,0.4,0,0.4,1,0.0199528,0.0177191,0.00223372,1E-6
2,10000000,0.4,1,10000,1,0,0,1,57.1871,57.1848,0.00222804,1E-3
2,10000000,0.4,1,10000,1,0,0,2,57.1871,57.1848,0.00222804,1E-3
2,10000000,0.4,2,10000,1,0,0,1,57.1871,57.1848,0.00222804,1E-3
2,10000000,0.4,2,10000,1,0,0,2,57.1871,57.1848,0.00222804,1E-3
8,100000,0,1,100,0.7,0,0,2,8.22268,8.22046,0.0022271,1E-3
8,100000,0,2,100,0.7,0,0,2,8.22268,8.22046,0.0022271,1E-3
2,10000000,0.4,1,1000,1,0,0,1,42.7144,42.7122,0.00222673,1E-4
2,10000000,0.4,1,1000,1,0,0,2,42.7144,42.7122,0.00222673,1E-4
2,10000000,0.4,2,1000,1,0,0,1,42.7144,42.7122,0.00222673,1E-4
2,10000000,0.4,2,1000,1,0,0,2,42.7144,42.7122,0.00222673,1E-4
8,10000000,0.2,2,100,0.7,0,0,1,1.99681,1.9946,0.00220692,1E-5
2,100000,0,1,1000,0.7,0.4,0.4,2,21.8171,21.8149,0.00218531,1E-2
2,100000,0,2,1000,0.7,0.4,0.4,2,21.8171,21.8149,0.00218531,1E-2
4,100000,0.4,2,10,0.4,0,0.2,2,0.294011,0.291829,0.0021826,1E-4
8,1000000,0,1,100,0.7,0,0,2,4.01748,4.01531,0.00217626,1E-4
2,100000,0,1,1000,0.7,0.2,0.2,2,22.719,22.7169,0.00216793,1E-2
2,100000,0,2,1000,0.7,0.2,0.2,2,22.719,22.7169,0.00216793,1E-2
4,1000000,0.2,2,10,0.4,0,0.2,1,0.0787181,0.076556,0.00216212,1E-5
2,1000000,0.4,1,10,0.4,0,0.4,1,0.0805303,0.0783886,0.00214166,1E-5
2,1000000,0.4,2,10,0.4,0,0.4,2,0.0805303,0.0783886,0.00214166,1E-5
8,1000000,0,2,10,0.4,0,0.2,2,0.0643172,0.0621775,0.00213963,1E-5
2,1000000,0.2,1,1000,0.7,0.2,0.4,2,10.7068,10.7047,0.0021304,1E-3
8,100000,0.4,2,10,0.4,0,0.2,2,0.254761,0.252637,0.00212379,1E-4
4,10000000,0.4,1,100,0.7,0,0.2,1,2.21253,2.21041,0.00212175,1E-5
4,10000000,0.4,2,100,0.7,0,0.2,2,2.21253,2.21041,0.00212175,1E-5
4,10000000,0,1,10000,0.4,0.2,0.4,2,1.51004,1.50794,0.00210137,1E-3
4,10000000,0,2,10000,0.4,0.2,0.4,2,1.51004,1.50794,0.00210137,1E-3
4,1000000,0,1,1000,0.4,0.2,0.4,2,1.48183,1.47973,0.00209854,1E-3
4,1000000,0,2,1000,0.4,0.2,0.4,2,1.48183,1.47973,0.00209854,1E-3
8,100000,0.4,1,10,0.4,0,0.2,1,0.254761,0.252673,0.00208805,1E-4
2,10000000,0.2,1,10000,1,0.4,0.4,1,70.2609,70.2589,0.00208675,1E-3
2,10000000,0.4,1,100,1,0,0,1,28.2924,28.2903,0.00208185,1E-5
2,10000000,0.4,1,100,1,0,0,2,28.2924,28.2903,0.00208185,1E-5
2,10000000,0.4,2,100,1,0,0,1,28.2924,28.2903,0.00208185,1E-5
2,10000000,0.4,2,100,1,0,0,2,28.2924,28.2903,0.00208185,1E-5
8,1000000,0.4,1,10000,1,0,0,1,62.8237,62.8216,0.00207688,1E-2
8,1000000,0.4,1,10000,1,0,0,2,62.8237,62.8216,0.00207688,1E-2
8,1000000,0.4,2,10000,1,0,0,1,62.8237,62.8216,0.00207688,1E-2
8,1000000,0.4,2,10000,1,0,0,2,62.8237,62.8216,0.00207688,1E-2
4,10000000,0.4,1,10,0.4,0,0,2,0.0198349,0.0177614,0.00207348,1E-6
4,100000,0.4,1,100,0.4,0,0.2,1,1.47873,1.47666,0.00207065,1E-3
4,100000,0.4,2,100,0.4,0,0.2,2,1.47873,1.47666,0.00207065,1E-3
4,100000,0,1,100,0.4,0.2,0.4,2,1.38427,1.3822,0.00207019,1E-3
4,100000,0,2,100,0.4,0.2,0.4,2,1.38427,1.3822,0.00207019,1E-3
8,10000000,0,2,10,0.4,0,0.4,1,0.0173231,0.0152545,0.0020686,1E-6
8,1000000,0.4,1,1000,1,0,0,1,44.0877,44.0856,0.00206624,1E-3
8,1000000,0.4,1,1000,1,0,0,2,44.0877,44.0856,0.00206624,1E-3
8,1000000,0.4,2,1000,1,0,0,1,44.0877,44.0856,0.00206624,1E-3
8,1000000,0.4,2,1000,1,0,0,2,44.0877,44.0856,0.00206624,1E-3
8,1000000,0.2,1,100,0.4,0,0,2,0.353143,0.351083,0.00205953,1E-4
4,1000000,0.4,1,1000,0.4,0,0.2,1,1.57886,1.57681,0.00205099,1E-3
4,1000000,0.4,2,1000,0.4,0,0.2,2,1.57886,1.57681,0.00205099,1E-3
2,10000000,0.4,1,100,0.4,0,0.4,1,0.0942261,0.0921773,0.00204881,1E-5
2,10000000,0.4,2,100,0.4,0,0.4,2,0.0942261,0.0921773,0.00204881,1E-5
8,10000000,0.4,2,100,0.7,0,0.2,2,1.99776,1.99572,0.00204649,1E-5
4,10000000,0.4,1,10000,0.4,0,0.2,1,1.60659,1.60455,0.00204249,1E-3
4,10000000,0.4,2,10000,0.4,0,0.2,2,1.60659,1.60455,0.00204249,1E-3
2,100000,0.2,1,10,0.4,0,0.2,1,0.319288,0.317252,0.00203601,1E-4
2,100000,0.2,2,10,0.4,0,0.2,2,0.319288,0.317252,0.00203601,1E-4
2,1000000,0.4,1,100,0.4,0.2,0.4,2,0.374566,0.37256,0.00200603,1E-4
4,1000000,0.4,1,100,1,0,0,1,29.4676,29.4656,0.00200391,1E-4
4,1000000,0.4,1,100,1,0,0,2,29.4676,29.4656,0.00200391,1E-4
4,1000000,0.4,2,100,1,0,0,1,29.4676,29.4656,0.00200391,1E-4
4,1000000,0.4,2,100,1,0,0,2,29.4676,29.4656,0.00200391,1E-4
2,10000000,0.4,1,1000,0.4,0.2,0.4,2,0.392777,0.390808,0.00196921,1E-4
8,10000000,0,1,10,0.4,0,0.4,2,0.0173231,0.0153637,0.00195943,1E-6
8,10000000,0,2,10,0.4,0.2,0.4,2,0.0185533,0.0165942,0.00195914,1E-6
2,1000000,0.2,1,100,0.4,0,0.2,1,0.374792,0.372843,0.0019485,1E-4
2,1000000,0.2,2,100,0.4,0,0.2,2,0.374792,0.372843,0.0019485,1E-4
8,1000000,0.2,2,10,0.4,0,0.4,2,0.0652053,0.0632645,0.00194077,1E-5
2,10000000,0.2,1,1000,0.4,0,0.2,1,0.391891,0.389953,0.00193892,1E-4
2,10000000,0.2,2,1000,0.4,0,0.2,2,0.391891,0.389953,0.00193892,1E-4
2,10000000,0.2,1,10,0.4,0,0.2,2,0.0229202,0.0209902,0.00193003,1E-6
2,10000000,0.2,2,10,0.4,0,0.2,1,0.0229202,0.0209902,0.00193003,1E-6
8,10000000,0.2,1,1000,0.4,0,0,1,0.389326,0.387399,0.00192757,1E-4
8,10000000,0.2,1,1000,0.4,0,0,2,0.389326,0.387399,0.00192757,1E-4
8,10000000,0.2,2,1000,0.4,0,0,1,0.389326,0.387399,0.00192757,1E-4
8,10000000,0.2,2,1000,0.4,0,0,2,0.389326,0.387399,0.00192757,1E-4
8,10000000,0.2,2,10,1,0,0,1,7.71294,7.71102,0.00192009,1E-6
8,10000000,0.2,2,10,1,0,0,2,7.71294,7.71102,0.00192009,1E-6
2,100000,0.4,1,10000,0.7,0.4,0.4,1,63.3778,63.3759,0.00189647,1E-1
8,10000000,0.4,2,100,0.4,0,0,1,0.0928937,0.0910063,0.00188741,1E-5
4,10000000,0,2,10,0.4,0,0.4,2,0.0199528,0.0180928,0.00186005,1E-6
8,10000000,0.2,1,10,0.4,0.2,0.4,2,0.017448,0.0156028,0.00184517,1E-6
8,10000000,0.4,1,10,0.4,0,0.2,2,0.0188762,0.0170402,0.00183601,1E-6
4,10000000,0.2,2,10,0.4,0,0.4,1,0.021872,0.0200566,0.00181536,1E-6
8,1000000,0.2,1,10,0.4,0.2,0.4,2,0.0638302,0.0620567,0.00177344,1E-5
8,1000000,0.2,2,100,1,0,0,2,25.5384,25.5367,0.00177268,1E-4
8,1000000,0.2,1,100,0.7,0,0,2,4.0347,4.03293,0.00177036,1E-4
8,10000000,0.2,1,100,0.4,0.2,0.4,2,0.0889587,0.0871908,0.00176787,1E-5
2,1000000,0.4,1,10,0.7,0,0.2,1,1.67223,1.67047,0.00175936,1E-5
2,1000000,0.4,2,10,0.7,0,0.2,2,1.67223,1.67047,0.00175936,1E-5
4,10000000,0.2,2,10,0.4,0,0.2,1,0.0197669,0.0180207,0.00174619,1E-6
4,1000000,0.2,1,10,0.4,0,0.4,1,0.0747172,0.072978,0.00173928,1E-5
8,1000000,0.4,1,1000,0.4,0.2,0.2,2,1.57446,1.57275,0.00171232,1E-3
8,10000000,0.4,1,10000,0.4,0.2,0.2,2,1.61812,1.61641,0.00170796,1E-3
2,100000,0.4,1,100,1,0.2,0.2,2,37.41,37.4083,0.0017073,1E-3
2,100000,0.2,2,1000,1,0.4,0.4,1,70.2541,70.2524,0.00170132,1E-2
8,100000,0,2,100,0.4,0.2,0.4,2,1.34,1.3383,0.00169643,1E-3
4,1000000,0.4,2,10,0.4,0,0,2,0.0789914,0.0773088,0.00168267,1E-5
8,100000,0.4,1,10000,0.7,0.2,0.2,1,49.5902,49.5885,0.00168143,1E-1
4,10000000,0,1,100,0.4,0,0.2,1,0.0929988,0.0913361,0.00166269,1E-5
4,10000000,0,1,100,0.4,0,0.2,2,0.0929988,0.0913361,0.00166269,1E-5
4,10000000,0,2,100,0.4,0,0.2,1,0.0929988,0.0913361,0.00166269,1E-5
4,10000000,0,2,100,0.4,0,0.2,2,0.0929988,0.0913361,0.00166269,1E-5
8,1000000,0.2,2,10,0.4,0,0,2,0.0641004,0.0624382,0.00166216,1E-5
8,1000000,0.2,1,100,0.4,0,0,1,0.353143,0.351562,0.0015808,1E-4
8,1000000,0.2,2,100,0.4,0,0,2,0.353143,0.351562,0.0015808,1E-4
8,1000000,0,1,10,0.4,0,0.2,2,0.0643172,0.0627461,0.0015711,1E-5
2,10000000,0.2,1,10,0.4,0,0.4,1,0.0210516,0.0195017,0.00154989,1E-6
2,10000000,0.2,2,10,0.4,0,0.4,2,0.0210516,0.0195017,0.00154989,1E-6
8,10000000,0,2,100,0.4,0,0.2,2,0.0887395,0.0871979,0.00154163,1E-5
2,100000,0.4,1,100,0.7,0.2,0.4,2,9.39738,9.39587,0.00151212,1E-3
8,10000000,0,1,10,0.4,0,0.4,1,0.0173231,0.0158255,0.00149762,1E-6
4,10000000,0.2,1,10,0.4,0,0.4,1,0.0187628,0.0172667,0.00149612,1E-6
8,100000,0.4,1,100,0.4,0.2,0.2,2,1.42673,1.42524,0.00148759,1E-3
8,10000000,0,1,10000,0.4,0.2,0.4,2,1.52055,1.51907,0.00148029,1E-3
8,10000000,0,2,10000,0.4,0.2,0.4,2,1.52055,1.51907,0.00148029,1E-3
8,1000000,0,1,1000,0.4,0.2,0.4,2,1.47937,1.47789,0.00147861,1E-3
8,1000000,0,2,1000,0.4,0.2,0.4,2,1.47937,1.47789,0.00147861,1E-3
8,1000000,0.4,1,10,0.4,0,0.2,1,0.0638717,0.0624018,0.0014699,1E-5
8,1000000,0.4,1,1000,0.4,0,0.2,1,1.55285,1.55139,0.00146104,1E-3
8,1000000,0.4,2,1000,0.4,0,0.2,2,1.55285,1.55139,0.00146104,1E-3
2,10000000,0.4,1,10,0.4,0.2,0.4,2,0.0226025,0.0211492,0.00145332,1E-6
8,10000000,0.4,1,10000,0.4,0,0.2,1,1.59388,1.59243,0.00145202,1E-3
8,10000000,0.4,2,10000,0.4,0,0.2,2,1.59388,1.59243,0.00145202,1E-3
8,1000000,0.2,1,10,0.4,0,0,2,0.0641004,0.0626641,0.00143632,1E-5
8,100000,0.4,1,100,0.4,0,0.2,1,1.40977,1.40833,0.0014321,1E-3
4,10000000,0.4,1,10000,1,0,0,1,55.0773,55.0759,0.00142665,1E-3
4,10000000,0.4,1,10000,1,0,0,2,55.0773,55.0759,0.00142665,1E-3
4,10000000,0.4,2,10000,1,0,0,1,55.0773,55.0759,0.00142665,1E-3
4,10000000,0.4,2,10000,1,0,0,2,55.0773,55.0759,0.00142665,1E-3
4,10000000,0.4,1,1000,1,0,0,1,39.9945,39.9931,0.00142196,1E-4
4,10000000,0.4,1,1000,1,0,0,2,39.9945,39.9931,0.00142196,1E-4
4,10000000,0.4,2,1000,1,0,0,1,39.9945,39.9931,0.00142196,1E-4
